Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product	Checked out by
958153..959088	+	311	15900886	dapA	SP_1014	-	COG0329EM	dihydrodipicolinate synthase	
1465696..1466463	-	255	15901398	-	SP_1555	-	COG0289E	dihydrodipicolinate reductase	
1881846..1883096	-	416	15901801	-	SP_1978	-	COG0019E	diaminopimelate decarboxylase	
915327..915722	+	131	15900845	-	SP_0968	-	COG0818M	diacylglycerol kinase	
2125008..2126981	-	657	15902012	-	SP_2205	-	COG3887T	DHH subfamily 1 protein	
1229969..1230904	+	311	15901158	-	SP_1298	-	COG0618R	DHH subfamily 1 protein	
1784879..1786504	-	541	15901711	-	SP_1883	-	COG0366G	dextran glucosidase DexS	
917511..918116	+	201	15900848	coaE	SP_0971	-	COG0237H	dephospho-CoA kinase	
24973..25416	+	147	15899969	dut	SP_0021	-	COG0756F	deoxyuridine 5'-triphosphate nucleotidohydrolase	
790292..790954	+	220	15900730	-	SP_0843	-	COG0274F	deoxyribose-phosphate aldolase	
1782405..1783007	-	200	255964976	-	SP_1880	-	COG0127F	deoxyribonucleotide triphosphate pyrophosphatase/unknown domain fusion protein	
215992..216738	+	248	15900181	-	SP_0246	-	COG1349KG	DeoR family transcriptional regulator	
1041154..1041993	+	279	15900979	-	SP_1112	-	COG1307S	degV family protein	
1466740..1467588	-	282	15901400	-	SP_1557	-	COG1307S	degV family protein	
719900..721243	+	447	15900655	-	SP_0761	-	COG0513LKJ	DEAD/DEAH box helicase	
1395293..1396375	+	360	15901333	-	SP_1483	-	COG0513LKJ	DEAD/DEAH box helicase	
1541278..1541721	-	147	15901480	-	SP_1644	-	COG1490J	D-tyrosyl-tRNA(Tyr) deacylase	
818942..820183	-	413	15900755	-	SP_0872	-	COG1686M	D-alanyl-D-alanine carboxypeptidase	
1571170..1572213	-	347	15901506	ddl	SP_1671	-	COG1181M	D-alanyl-alanine synthetase A	
2091691..2091930	-	79	15901984	-	SP_2174	-	COG0236IQ	D-alanine--poly(phosphoribitol) ligase subunit 2	
2093185..2094735	-	516	15901986	-	SP_2176	-	COG1020Q	D-alanine--poly(phosphoribitol) ligase subunit 1	
628968..629678	+	236	15900559	-	SP_0658	-	COG0785O	cytochrome c-type biogenesis protein CcdA	
940156..940863	+	235	15900872	-	SP_0999	-	COG0785O	cytochrome c-type biogenesis protein CcdA	
1505995..1506666	-	223	15901443	cmk	SP_1603	-	COG0283F	cytidylate kinase	
24319..24786	+	155	15899968	-	SP_0020	-	COG0590FJ	cytidine/deoxycytidylate deaminase	
1976179..1976613	-	144	15901887	-	SP_2068	-	COG0295F	cytidine/deoxycytidylate deaminase	
790941..791330	+	129	15900731	-	SP_0844	-	COG0295F	cytidine deaminase	
705523..705990	+	155	15900639	-	SP_0744	-	COG2131F	cytidine and deoxycytidylate deaminase	
561787..563130	+	447	15900500	cysS	SP_0591	-	COG0215J	cysteinyl-tRNA synthetase	
2130642..2131562	+	306	15902017	-	SP_2210	-	COG0031E	cysteine synthase	
1434437..1435531	-	364	15901371	-	SP_1525	-	COG0626E	cystathionine gamma-synthase	
729840..730643	-	267	15900665	-	SP_0771	-	COG0652O	cyclophilin type peptidyl-prolyl cis-trans isomerase	
2117842..2118300	-	152	15902002	-	SP_2195	-	COG4463K	CtsR family transcriptional regulator	
470731..472338	+	535	15900408	pyrG	SP_0494	-	COG0504F	CTP synthetase	
1329602..1330732	-	376	15901263	-	SP_1409	-	COG0635H	coproporphyrinogen III oxidase	
1192370..1193002	-	210	15901120	-	SP_1260	-	COG3142P	copper homeostasis protein CutC	
187011..188306	+	431	15900136	-	SP_0200	-	COG5617S	competence-induced protein Ccs4	
30563..30889	-	108	15899976	-	SP_0030	-	-	competence-induced protein Ccs16	
127291..127536	-	81	15900065	-	SP_0123	-	-	competence-induced protein Ccs1	
2157760..2157885	-	41	15902040	-	SP_2237	-	-	competence stimulating peptide 2	
2127745..2128407	-	220	15902014	-	SP_2207	-	COG1040R	competence protein ComF	
923559..924512	+	317	15900855	-	SP_0978	-	COG4469R	competence protein CoiA	
1951946..1952350	-	134	15901870	-	SP_2050	-	COG2165NU	competence protein CglD	
1952343..1952669	-	108	15901871	-	SP_2051	-	COG4537U	competence protein CglC	
1952671..1953543	-	290	15901872	-	SP_2052	-	COG1459NU	competence protein CglB	
1953635..1954576	-	313	15901873	-	SP_2053	-	COG2804NU	competence protein CglA	
902616..904856	+	746	15900832	-	SP_0955	-	COG2333R	competence protein CelB	
901982..902632	+	216	15900831	-	SP_0954	-	COG1555L	competence protein CelA	
40816..42969	+	717	15899987	-	SP_0042	-	COG2274V	competence factor transporting ATP-binding protein/permease ComA	
42982..44331	+	449	15899988	-	SP_0043	-	-	competence factor transport protein ComB	
1844634..1845890	-	418	15901765	-	SP_1941	-	COG1058R	competence damage-inducible protein A	
1446901..1448301	-	466	15901382	-	SP_1538	-	COG0652O	"Cof family protein/peptidyl-prolyl cis-trans isomerase, cyclophilin type"	
1899242..1900630	-	462	15901820	-	SP_1997	-	COG4696S	Cof family protein	
264266..265078	-	270	15900220	-	SP_0286	-	COG0561R	Cof family protein	
877673..878482	-	269	15900803	-	SP_0923	-	COG0561R	Cof family protein	
1177381..1178199	-	272	15901106	-	SP_1245	-	COG0561R	Cof family protein	
1178199..1178993	-	264	15901107	-	SP_1246	-	COG0561R	Cof family protein	
1225752..1226558	+	268	15901151	-	SP_1291	-	COG0561R	Cof family protein	
1370462..1371289	-	275	15901301	-	SP_1451	-	COG0561R	Cof family protein	
2138697..2139536	-	279	15902024	cbiO	SP_2220	-	COG1122P	cobalt transporter ATP-binding subunit	
2139521..2140348	-	275	15902025	cbiO	SP_2221	-	COG1122P	cobalt transporter ATP-binding subunit	
1822000..1822284	-	94	15901733	groES	SP_1907	-	COG0234O	co-chaperonin GroES	
1884257..1885183	-	308	15901803	-	SP_1980	-	COG3481R	cmp-binding-factor 1	
829304..830446	+	380	15900763	-	SP_0880	-	COG1104E	class-V aminotransferase	
1027582..1028664	-	360	15900962	-	SP_1094	-	COG1104E	class-V aminotransferase	
815592..816818	+	408	15900752	-	SP_0869	-	COG0520E	class-V aminotransferase	
1433263..1434429	-	388	15901370	-	SP_1524	-	COG1168E	class II aminotransferase	
197..1558	+	453	15899950	dnaA	SP_0001	-	COG0593L	chromosome replication initiator DnaA	
1296610..1297776	-	388	15901228	-	SP_1374	-	COG0082E	chorismate synthase	
640562..642283	+	573	15900566	-	SP_0665	-	COG0147EH	chorismate binding protein	
1767456..1768976	-	506	15901688	-	SP_1860	-	COG1732M	choline transporter	
1768969..1769697	-	242	15901689	-	SP_1861	-	COG1125E	choline transporter	
1201797..1202585	-	262	15901129	-	SP_1269	-	COG0510M	choline kinase	
2046656..2048521	-	621	15901950	-	SP_2136	-	COG5263R	choline binding protein PcpA	
356987..357985	+	332	15900301	-	SP_0378	-	COG5263R	choline binding protein J	
72674..73309	+	211	15900014	-	SP_0069	-	COG5263R	choline binding protein I	
368735..369592	+	285	15900312	-	SP_0390	-	COG3591E	choline binding protein G	
369611..370633	+	340	15900313	-	SP_0391	-	COG5263R	choline binding protein F	
882188..884071	+	627	15900810	-	SP_0930	-	COG5263R	choline binding protein E	
2121460..2122806	-	448	15902008	-	SP_2201	-	COG5263R	choline binding protein D	
355947..356969	+	340	15900300	-	SP_0377	-	COG5263R	choline binding protein C	
2110015..2112096	-	693	15901997	-	SP_2190	-	COG5263R	choline binding protein A	
1275807..1277066	-	419	255964978	-	SP_1356	-	COG0402FR	chlorohydrolase	
282047..283393	+	448	15900243	celD	SP_0310	-	COG1455G	cellobiose phosphotransferase system IIC component	
281116..281430	+	104	15900241	celC	SP_0308	-	COG1447G	cellobiose phosphotransferase system IIA component	
1743033..1745159	-	708	15901662	-	SP_1833	-	COG5434M	cell wall surface anchor family protein	
438327..441008	+	893	15900378	-	SP_0462	-	COG4932M	cell wall surface anchor family protein	
441232..443229	+	665	15900379	-	SP_0463	-	COG4932M	cell wall surface anchor family protein	
443276..444457	+	393	15900380	-	SP_0464	-	COG4932M	cell wall surface anchor family protein	
1402547..1403155	-	202	15901340	-	SP_1492	-	COG4932M	cell wall surface anchor family protein	
1678227..1692557	-	4776	15901602	-	SP_1772	-	COG1429H	cell wall surface anchor family protein	
341383..346686	+	1767	118090040	-	SP_0368	-	COG0366G	cell wall surface anchor family protein	
86298..88871	+	857	15900026	-	SP_0082	-	-	cell wall surface anchor family protein	
1895473..1896138	-	221	15901815	-	SP_1992	-	-	cell wall surface anchor family protein	
2057586..2059670	+	694	15901958	-	SP_2145	-	COG3537G	cell wall antigen	
537536..538339	+	267	15900482	-	SP_0571	-	COG2184D	cell filamentation protein Fic-like protein	
1565452..1566711	-	419	15901501	-	SP_1666	-	COG0206D	cell division protein FtsZ	
1001278..1002507	+	409	15900936	-	SP_1067	-	COG0772D	cell division protein FtsW	
306559..306876	+	105	15900266	-	SP_0335	-	COG4839D	cell division protein FtsL	
12370..14328	+	652	15899962	-	SP_0013	-	COG0465O	cell division protein FtsH	
1566728..1568101	-	457	15901502	-	SP_1667	-	COG0849D	cell division protein FtsA	
1562385..1563173	-	262	15901496	-	SP_1661	-	COG3599D	cell division protein DivIVA	
661717..662916	+	399	15900591	-	SP_0690	-	COG1589M	cell division protein DivIB	
715501..716427	+	308	15900651	-	SP_0757	-	COG2177D	cell division ABC transporter permease FtsX	
714816..715508	+	230	15900650	-	SP_0756	-	COG2884D	cell division ABC transporter ATP-binding protein FtsE	
2140345..2140890	-	181	15902026	-	SP_2222	-	COG0558I	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	
692673..694655	+	660	15900626	-	SP_0729	-	COG2217P	cation transporter E1-E2 family ATPase	
2010642..2012705	-	687	15901916	-	SP_2101	-	COG2217P	cation transporter E1-E2 family ATPase	
1458305..1461049	-	914	15901394	-	SP_1551	-	COG0474P	cation transporter E1-E2 family ATPase	
1523328..1525664	-	778	15901459	-	SP_1623	-	COG0474P	cation transporter E1-E2 family ATPase	
1764579..1765478	-	299	15901685	-	SP_1857	-	COG1230P	cation efflux system protein	
1461305..1462489	+	394	15901395	-	SP_1552	-	COG0053P	cation efflux family protein	
1902314..1903324	-	336	15901822	-	SP_1999	-	COG1609K	catabolite control protein A	
185329..186753	+	474	15900135	-	SP_0199	-	COG1502I	cardiolipin synthetase	
874398..875525	+	375	15900800	-	SP_0920	-	COG0019E	carboxynorspermidine decarboxylase	
876617..877492	+	291	15900802	-	SP_0922	-	COG0388R	carbon-nitrogen hydrolase	
292470..293471	-	333	15900250	-	SP_0318	-	COG0524G	carbohydrate kinase	
1211628..1212707	-	359	15901136	-	SP_1276	-	COG0505EF	carbamoyl phosphate synthase small subunit	
1208139..1211315	-	1058	15901135	carB	SP_1275	-	COG0458EF	carbamoyl phosphate synthase large subunit	
2064612..2065559	+	315	15901963	-	SP_2151	-	COG0549E	carbamate kinase	
334030..335259	+	409	15900288	-	SP_0359	-	COG0451MG	capsular polysaccharide biosynthesis protein Cps4K	
332875..333930	+	351	15900287	-	SP_0358	-	COG1086MG	capsular polysaccharide biosynthesis protein Cps4J	
326937..328055	+	372	15900282	-	SP_0353	-	COG0438M	capsular polysaccharide biosynthesis protein Cps4H	
325868..326944	+	358	15900281	-	SP_0352	-	-	capsular polysaccharide biosynthesis protein Cps4G	
324634..325863	+	409	15900280	-	SP_0351	-	COG0438M	capsular polysaccharide biosynthesis protein Cps4F	
323990..324625	+	211	15900279	-	SP_0350	-	COG2148M	capsular polysaccharide biosynthesis protein Cps4E	
322966..323649	+	227	15900278	-	SP_0349	-	COG0489D	capsular polysaccharide biosynthesis protein Cps4D	
322264..322956	+	230	15900277	-	SP_0348	-	COG3944M	capsular polysaccharide biosynthesis protein Cps4C	
321524..322255	+	243	15900276	-	SP_0347	-	COG4464GM	capsular polysaccharide biosynthesis protein Cps4B	
320077..321522	+	481	15900275	-	SP_0346	-	COG1316K	capsular polysaccharide biosynthesis protein Cps4A	
104668..106518	+	616	15900046	-	SP_0103	-	COG1086MG	capsular polysaccharide biosynthesis protein	
1746322..1747548	-	408	15901666	-	SP_1837	-	COG0399M	capsular polysaccharide biosynthesis protein	
1228346..1228675	-	109	15901154	-	SP_1294	-	COG0239D	camphor resistance protein CrcB	
1228669..1229043	-	124	15901155	-	SP_1295	-	COG0239D	camphor resistance protein CrcB	
1526838..1527452	-	204	15901461	-	SP_1625	-	COG4300P	cadmium resistance transporter	
1369016..1369741	-	241	15901299	-	SP_1449	-	-	C3-degrading proteinase	
592820..594160	+	446	15900533	-	SP_0626	-	COG1114E	branched-chain amino acid transport system II carrier protein	
803303..804325	+	340	15900741	-	SP_0856	-	COG0115EH	branched-chain amino acid aminotransferase	
707900..709060	+	386	15900644	-	SP_0749	-	COG0683E	branched-chain amino acid ABC transporter substrate-binding protein	
710201..711157	+	318	15900646	-	SP_0751	-	COG4177E	branched-chain amino acid ABC transporter permease	
709328..710197	+	289	15900645	-	SP_0750	-	COG0559E	branched-chain amino acid ABC transporter permease	
711157..711921	+	254	15900647	-	SP_0752	-	COG0411E	branched-chain amino acid ABC transporter ATP-binding protein	
711921..712631	+	236	15900648	-	SP_0753	-	COG0410E	branched-chain amino acid ABC transporter ATP-binding protein	
504613..504942	-	109	15900438	-	SP_0524	-	-	"BlpT protein, fusion"	
505218..505556	+	112	15900439	-	SP_0525	-	COG3279KT	BlpS protein	
515362..515565	+	67	15900453	-	SP_0540	-	COG2979S	BlpN protein	
507908..509269	-	453	15900443	-	SP_0529	-	COG1196D	BlpC ABC transporter	
1807602..1808537	+	311	15901727	-	SP_1900	-	COG0340H	biotin--protein ligase	
1166238..1166753	+	171	15901096	-	SP_1234	-	COG1827R	biotin repressor family transcriptional regulator	
1039154..1040071	+	305	15900977	-	SP_1110	-	COG0196H	bifunctional riboflavin kinase/FMN adenylyltransferase	
1213699..1214220	-	173	15901138	-	SP_1278	-	COG2065F	bifunctional pyrimidine regulatory protein PyrR/uracil phosphoribosyltransferase	
53071..54618	+	515	15899995	purH	SP_0050	-	COG0138F	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	
932259..933638	+	459	15900863	glmU	SP_0988	-	COG1207M	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	
630452..631387	+	311	15900561	-	SP_0660	-	COG0229O	bifunctional methionine sulfoxide reductase A/B	
1280993..1281931	-	312	15901213	-	SP_1359	-	COG0229O	bifunctional methionine sulfoxide reductase A/B	
270417..271229	+	270	15900226	-	SP_0292	-	COG0801H	bifunctional folate synthesis protein	
755550..758000	+	816	15900695	-	SP_0802	-	COG1199KL	bifunctional ATP-dependent DNA helicase/DNA polymerase III subunit epsilon	
1930775..1933426	-	883	15901847	-	SP_2026	-	COG1454C	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	
774761..775618	+	285	15900713	-	SP_0825	-	COG0190H	"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase"	
1938321..1939994	-	557	15901853	-	SP_2032	-	COG3711K	BglG family transcriptional regulator	
2042233..2044263	-	676	15901945	-	SP_2131	-	COG3711K	BglG family transcriptional regulator	
59624..63562	-	1312	15900002	-	SP_0057	-	COG3525G	beta-N-acetylhexosaminidase	
582470..583690	+	406	15900523	-	SP_0615	-	COG2348V	beta-lactam resistance factor	
583695..584927	+	410	15900524	-	SP_0616	-	COG2348V	beta-lactam resistance factor	
64955..66742	+	595	15900005	-	SP_0060	-	COG1874G	Beta-galactosidase 3	
615442..622143	+	2233	15900551	-	SP_0648	-	COG3250G	beta-galactosidase	
1407849..1408196	+	115	15901346	-	SP_1499	-	-	bacterocin transport accessory protein	
1850902..1853892	+	996	15901774	-	SP_1950	-	COG4403V	bacteriocin formation protein	
39871..40101	+	76	15899986	-	SP_0041	-	-	bacteriocin BlpU	
515809..515958	+	49	15900454	-	SP_0541	-	-	bacteriocin BlpO	
515092..515346	+	84	15900452	-	SP_0539	-	-	bacteriocin BlpM	
512721..512951	+	76	15900446	-	SP_0533	-	-	bacteriocin BlpK	
512383..512652	+	89	15900445	-	SP_0532	-	-	bacteriocin BlpJ	
511719..511916	+	65	15900444	-	SP_0531	-	-	bacteriocin BlpI	
110794..111081	+	95	15900052	-	SP_0109	-	-	bacteriocin	
1840405..1841361	-	318	15901761	-	SP_1937	-	COG5263R	autolysin	
1489766..1491340	-	524	15901428	-	SP_1586	-	COG0513LKJ	ATP-dependent RNA helicase	
1475983..1477215	-	410	15901412	clpX	SP_1569	-	COG1219O	ATP-dependent protease ATP-binding subunit ClpX	
1600953..1602968	-	671	15901531	-	SP_1697	-	COG1200LK	ATP-dependent DNA helicase RecG	
1022565..1024856	+	763	15900955	-	SP_1087	-	COG0210L	ATP-dependent DNA helicase PcrA	
706882..707472	+	196	15900641	clpP	SP_0746	-	COG0740OU	ATP-dependent Clp protease proteolytic subunit	
770258..772516	-	752	15900708	-	SP_0820	-	COG0542O	ATP-dependent Clp protease ATP-binding subunit ClpE	
310723..312828	+	701	15900269	-	SP_0338	-	COG0542O	ATP-dependent Clp protease ATP-binding subunit	
2115408..2117840	-	810	15902001	-	SP_2194	-	COG0542O	ATP-dependent Clp protease ATP-binding subunit	
1417967..1418845	-	292	15901356	-	SP_1509	-	COG0224C	ATP synthase F0F1 subunit gamma	
1416045..1416464	-	139	15901354	atpC	SP_1507	-	COG0355C	ATP synthase F0F1 subunit epsilon	
1420381..1420917	-	178	15901358	-	SP_1511	-	COG0712C	ATP synthase F0F1 subunit delta	
1422176..1422376	-	66	15901361	-	SP_1514	-	COG0636C	ATP synthase F0F1 subunit C	
1416475..1417881	-	468	15901355	-	SP_1508	-	COG0055C	ATP synthase F0F1 subunit beta	
1420917..1421411	-	164	15901359	-	SP_1512	-	COG0711C	ATP synthase F0F1 subunit B	
1418861..1420366	-	501	15901357	-	SP_1510	-	COG0056C	ATP synthase F0F1 subunit alpha	
1421425..1422141	-	238	15901360	-	SP_1513	-	COG0356C	ATP synthase F0F1 subunit A	
734964..735302	+	112	118090036	-	SP_0780	-	COG1328F	ATP cone domain-containing protein	
411927..412229	-	100	15900356	gatC	SP_0438	-	COG0721J	aspartyl/glutamyl-tRNA amidotransferase subunit C	
409019..410461	-	480	15900354	gatB	SP_0436	-	COG0064J	aspartyl/glutamyl-tRNA amidotransferase subunit B	
410461..411927	-	488	15900355	gatA	SP_0437	-	COG0154J	aspartyl/glutamyl-tRNA amidotransferase subunit A	
2027528..2029291	-	587	15901929	aspS	SP_2114	-	COG0173J	aspartyl-tRNA synthetase	
957021..958097	+	358	15900885	-	SP_1013	-	COG0136E	aspartate-semialdehyde dehydrogenase	
392656..394020	-	454	15900332	-	SP_0413	-	COG0527E	aspartate kinase	
1212757..1213680	-	307	15901137	pyrB	SP_1277	-	COG0540F	aspartate carbamoyltransferase	
1451512..1452699	-	395	15901387	-	SP_1544	-	COG0436E	aspartate aminotransferase	
1449792..1451135	-	447	15901386	asnC	SP_1542	-	COG0017J	asparaginyl-tRNA synthetase	
1876952..1877944	-	330	15901793	-	SP_1970	-	COG2502E	asparagine synthetase AsnA	
36168..37337	+	389	15899981	-	SP_0035	-	COG0436E	aromatic amino acid aminotransferase	
1988123..1989814	+	563	15901895	argS	SP_2078	-	COG0018J	arginyl-tRNA synthetase	
2062144..2063373	+	409	15901961	-	SP_2148	-	COG2235E	arginine deiminase	
1351451..1352443	-	330	15901285	-	SP_1433	-	COG2207K	AraC family transcriptional regulator	
1696189..1696857	-	222	15901607	-	SP_1778	-	COG0580G	aquaporin	
1728767..1729333	-	188	15901645	-	SP_1816	-	COG0512EH	anthranilate synthase component II	
1729330..1730691	-	453	15901646	-	SP_1817	-	COG0147EH	anthranilate synthase component I	
1727752..1728756	-	334	15901644	trpD	SP_1815	-	COG0547E	anthranilate phosphoribosyltransferase	
191572..192162	+	196	15900141	-	SP_0205	-	COG0602O	anaerobic ribonucleoside-triphosphate reductase activating protein	
188670..190877	+	735	15900138	-	SP_0202	-	COG1328F	anaerobic ribonucleoside triphosphate reductase	
1896929..1898143	-	404	15901817	-	SP_1994	-	COG0436E	aminotransferase	
258529..259863	+	444	15900215	-	SP_0281	-	COG3579E	aminopeptidase	
255840..257081	+	413	15900212	-	SP_0278	-	COG2309E	aminopeptidase	
749307..751853	+	848	15900690	-	SP_0797	-	COG0308E	aminopeptidase	
941805..943196	+	463	15900874	-	SP_1001	-	COG0531E	amino acid permease	
114086..114892	+	268	15900055	-	SP_0112	-	COG0834ET	amino acid ABC transporter substrate-binding protein	
574254..574913	-	219	15900515	-	SP_0607	-	COG0765E	amino acid ABC transporter permease	
574923..575600	-	225	15900516	-	SP_0608	-	COG0765E	amino acid ABC transporter permease	
674804..675481	-	225	15900608	-	SP_0710	-	COG0765E	amino acid ABC transporter permease	
675441..676061	-	206	15900609	-	SP_0711	-	COG0765E	amino acid ABC transporter permease	
773159..773848	+	229	15900711	-	SP_0823	-	COG0765E	amino acid ABC transporter permease	
1376343..1377143	-	266	15901311	-	SP_1461	-	COG0765E	amino acid ABC transporter permease	
1409963..1410604	-	213	15901349	-	SP_1502	-	COG0765E	amino acid ABC transporter permease	
113238..113879	+	213	15900054	-	SP_0111	-	COG1136V	amino acid ABC transporter ATP-binding protein	
424002..424742	-	246	15900369	-	SP_0452	-	COG1126E	amino acid ABC transporter ATP-binding protein	
576417..577175	-	252	15900518	-	SP_0610	-	COG1126E	amino acid ABC transporter ATP-binding protein	
674045..674803	-	252	15900607	-	SP_0709	-	COG1126E	amino acid ABC transporter ATP-binding protein	
773848..774582	+	244	15900712	-	SP_0824	-	COG1126E	amino acid ABC transporter ATP-binding protein	
1173666..1174406	+	246	15901103	-	SP_1242	-	COG1126E	amino acid ABC transporter ATP-binding protein	
1375600..1376343	-	247	15901310	-	SP_1460	-	COG1126E	amino acid ABC transporter ATP-binding protein	
1409324..1409953	-	209	15901348	-	SP_1501	-	COG1126E	amino acid ABC transporter ATP-binding protein	
424742..426307	-	521	15900370	-	SP_0453	-	COG0765E	amino acid ABC transporter amino acid-binding protein/permease	
1171501..1173666	+	721	15901102	-	SP_1241	-	COG0765E	amino acid ABC transporter amino acid-binding protein/permease	
575613..576377	-	254	15900517	-	SP_0609	-	COG0834ET	amino acid ABC transporter amino acid-binding protein	
588596..589396	-	266	15900528	-	SP_0620	-	COG0834ET	amino acid ABC transporter amino acid-binding protein	
1318047..1318862	-	271	15901248	-	SP_1394	-	COG0834ET	amino acid ABC transporter amino acid-binding protein	
1408475..1409311	-	278	15901347	-	SP_1500	-	COG0834ET	amino acid ABC transporter amino acid-binding protein	
49228..50670	+	480	15899991	-	SP_0046	-	COG0034F	amidophosphoribosyltransferase	
1804475..1806637	-	720	15901725	-	SP_1898	-	COG3345G	alpha-galactosidase	
1304783..1306237	+	484	15901236	-	SP_1382	-	COG0366G	alpha-amylase	
1315883..1316614	-	243	15901246	-	SP_1392	-	COG3527Q	alpha-acetolactate decarboxylase	
1517593..1518288	-	231	15901453	-	SP_1616	-	COG0036G	allulose-6-phosphate 3-epimerase	
242846..246688	-	1280	15900202	-	SP_0268	-	COG1523G	alkaline amylopullulanase	
70942..71979	+	345	15900011	-	SP_0066	-	COG2017G	aldose 1-epimerase	
745462..746388	+	308	15900684	-	SP_0791	-	COG4989R	aldo/keto reductase	
1391145..1391987	-	280	15901328	-	SP_1478	-	COG0656R	aldo/keto reductase	
262907..263926	-	339	15900219	-	SP_0285	-	COG1064R	alcohol dehydrogenase	
1306327..1308945	-	872	15901237	alaS	SP_1383	-	COG0013J	alanyl-tRNA synthetase	
1602987..1604090	-	367	15901532	alr	SP_1698	-	COG0787M	alanine racemase	
875522..876607	+	361	15900801	-	SP_0921	-	COG2957E	agmatine deiminase	
943339..944256	+	305	15900875	-	SP_1002	-	COG0803P	adhesion lipoprotein	
913089..914744	-	551	15900843	-	SP_0966	-	COG1293K	adherence and virulence protein A	
22832..24118	+	428	15899967	-	SP_0019	-	COG0104F	adenylosuccinate synthetase	
58271..59569	+	432	15900001	-	SP_0056	-	COG0015F	adenylosuccinate lyase	
204561..205199	+	212	15900167	adk	SP_0231	-	COG0563F	adenylate kinase	
1483277..1483789	-	170	15901419	-	SP_1577	-	COG0503F	adenine phosphoribosyltransferase	
2089835..2090275	-	146	15901982	-	SP_2172	-	COG1846K	adc operon repressor AdcR	
1284534..1285271	-	245	15901216	-	SP_1362	-	COG4862OTN	adaptor protein	
1525797..1526546	+	249	15901460	-	SP_1624	-	COG0204I	acyltransferase	
1879569..1879847	+	92	15901797	-	SP_1974	-	COG1254C	acylphosphatase	
1328860..1329597	-	245	15901262	-	SP_1408	-	COG3884I	acyl-ACP thioesterase	
39099..39332	+	77	15899984	-	SP_0038	-	COG0236IQ	acyl carrier protein	
396692..396916	+	74	15900337	acpP	SP_0418	-	COG0236IQ	acyl carrier protein	
398002..398922	+	306	15900339	-	SP_0420	-	COG0331I	ACP S-malonyltransferase	
191073..191579	+	168	15900140	-	SP_0204	-	COG3981R	acetyltransferase	
965958..966389	+	143	15900894	-	SP_1023	-	COG3153R	acetyltransferase	
1427588..1428052	-	154	15901366	-	SP_1520	-	COG3153R	acetyltransferase	
227448..228143	+	231	15900190	-	SP_0255	-	COG1670J	acetyltransferase	
531474..532034	+	186	15900478	-	SP_0566	-	COG1670J	acetyltransferase	
901345..901914	+	189	15900830	-	SP_0953	-	COG1670J	acetyltransferase	
962963..963442	+	159	15900890	-	SP_1019	-	COG1670J	acetyltransferase	
1018494..1019045	+	183	15900951	-	SP_1082	-	COG1670J	acetyltransferase	
1167740..1168303	-	187	15901099	-	SP_1237	-	COG1670J	acetyltransferase	
1339908..1340459	-	183	15901272	-	SP_1419	-	COG1670J	acetyltransferase	
1721006..1721452	-	148	15901636	-	SP_1807	-	COG1670J	acetyltransferase	
1846999..1847517	-	172	15901767	-	SP_1943	-	COG1670J	acetyltransferase	
1378181..1378675	-	164	15901314	-	SP_1464	-	COG1247M	acetyltransferase	
1423902..1424330	-	142	15901362	-	SP_1516	-	COG1246E	acetyltransferase	
228155..228571	+	138	15900191	-	SP_0256	-	COG0456R	acetyltransferase	
548815..549324	+	169	15900490	-	SP_0580	-	COG0456R	acetyltransferase	
560821..561705	+	294	15900499	-	SP_0590	-	COG0456R	acetyltransferase	
898939..899439	+	166	15900828	-	SP_0950	-	COG0456R	acetyltransferase	
1167286..1167774	-	162	15901098	-	SP_1236	-	COG0456R	acetyltransferase	
1427097..1427591	-	164	15901365	-	SP_1519	-	COG0456R	acetyltransferase	
80647..81204	+	185	15900019	-	SP_0074	-	COG0110R	acetyltransferase	
403267..404133	+	288	15900345	-	SP_0426	-	COG0777I	acetyl-CoA carboxylase subunit beta	
404130..404897	+	255	15900346	-	SP_0427	-	COG0825I	acetyl-CoA carboxylase subunit alpha	
401863..403230	+	455	15900344	-	SP_0425	-	COG0439I	acetyl-CoA carboxylase biotin carboxylase subunit	
400947..401432	+	161	15900342	-	SP_0423	-	COG0511I	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	
1599458..1600438	-	326	15901529	-	SP_1695	-	COG3458Q	acetyl xylan esterase	
417449..419149	+	566	15900362	-	SP_0445	-	COG0028EH	acetolactate synthase catalytic subunit	
419142..419618	+	158	15900363	ilvH	SP_0446	-	COG0440E	acetolactate synthase 3 regulatory subunit	
712939..713595	+	218	15900649	-	SP_0754	-	COG2524K	acetoin utilization protein AcuB	
1099307..1100299	-	330	15901028	-	SP_1163	-	COG0022C	"acetoin dehydrogenase, E1 component subunit beta"	
1100315..1101283	-	322	15901029	-	SP_1164	-	COG1071C	"acetoin dehydrogenase, E1 component subunit alpha"	
